id,name,market,price,max_price,min_price,pe,pbv,paid_up,market_cap,daily_volume,beta,ticker_id,created_at,updated_at
273,LIT,mai    ,1.82,2.6,1.63,999.99,0.7,442.93,806.13,0.51,0.74,273,2017-07-23 07:24:57.850081,2023-01-31 03:07:33.749899
275,LPH,sSET    ,5.7,6.45,5.4,12.29,2.23,360.0,4104.0,0.88,0.73,275,2017-07-23 07:24:58.101413,2023-01-31 03:07:33.762824
276,LPN,sSET    ,4.6,5.3,4.06,11.03,0.57,1454.2,6689.31,10.36,0.66,276,2017-07-23 07:24:58.210876,2023-01-31 03:07:33.768336
279,M,SETWB    ,56.75,61.5,49.25,34.44,3.98,920.88,52259.83,114.07,0.82,279,2017-07-23 07:24:58.561151,2023-01-31 03:07:33.774097
282,MAJOR,sSET / SETCLMV / SETTHSI    ,18.4,22.4,16.3,59.58,2.52,894.67,16461.88,60.18,0.65,282,2017-07-23 07:24:58.919062,2023-01-31 03:07:33.785094
288,MBAX,mai    ,5.5,6.75,4.96,6.36,1.77,191.9,1055.42,2.23,0.65,288,2017-07-23 07:24:59.669500,2023-01-31 03:07:33.797665
291,MC,sSET    ,11.8,11.9,8.7,16.17,2.47,396.0,9345.6,14.2,0.63,291,2017-07-23 07:25:00.178664,2023-01-31 03:07:33.803158
293,MCS,sSET    ,9.95,15.0,8.5,9.95,1.21,477.0,4746.15,9.83,0.47,293,2017-07-23 07:25:00.494290,2023-01-31 03:07:33.809036
295,MEGA,SET100 / SETCLMV / SETTHSI / SETWB    ,51.5,55.25,40.25,19.2,5.26,435.93,44901.28,168.3,1.13,295,2017-07-23 07:25:00.817927,2023-01-31 03:07:33.815664
301,MINT,SET50 / SETCLMV / SETTHSI    ,33.75,36.25,24.1,217.54,2.46,5275.01,178031.75,979.32,1.35,301,2017-07-23 07:25:02.423269,2023-01-31 03:07:33.821191
290,MST,SET    ,11.4,14.8,10.8,10.49,1.34,2854.07,6507.29,0.43,0.49,290,2017-07-23 07:24:59.950822,2023-01-31 03:07:33.827034
315,MTC,SET50 / SETTHSI    ,38.25,60.0,32.5,16.02,2.89,2120.0,81090.0,626.71,1.81,315,2017-07-23 07:25:04.376173,2023-01-31 03:07:33.832594
682,NER,sSET / SETTHSI    ,6.5,7.65,5.4,6.05,1.93,923.89,12010.63,51.38,0.89,680,2019-03-03 15:20:23.131975,2023-01-31 03:07:33.838159
328,NOBLE,sSET / SETTHSI    ,5.65,6.4,4.26,68.55,1.38,1369.41,7737.19,20.65,0.65,328,2017-07-23 07:25:05.983413,2023-01-31 03:07:33.844999
742,ONEE,SET100    ,8.0,13.1,7.5,23.85,2.73,4762.5,19050.0,67.11,1.46,741,2022-07-03 13:31:30.729630,2023-01-31 03:07:33.856550
715,OR,SET50 / SETCLMV / SETTHSI    ,22.5,28.0,22.5,20.05,2.56,120000.0,270000.0,399.87,0.77,715,2021-01-26 16:02:50.313775,2023-01-31 03:07:33.862204
339,ORI,SET100 / SETHD / SETTHSI    ,12.0,12.7,9.2,8.3,1.81,1227.06,29449.47,109.84,1.64,339,2017-07-23 07:25:07.542864,2023-01-31 03:07:33.868711
683,OSP,SET50 / SETCLMV / SETHD / SETTHSI / SETWB    ,29.0,38.25,24.8,35.58,4.84,3003.75,87108.75,247.87,1.02,681,2019-03-03 15:20:23.336487,2023-01-31 03:07:33.877539
342,PAP,SET    ,3.94,6.9,3.58,999.99,1.25,660.0,2600.4,0.87,0.69,342,2017-07-23 07:25:08.127858,2023-01-31 03:07:33.883133
346,PCSGH,SET    ,5.35,6.05,4.8,15.84,1.74,1525.0,8158.75,1.2,0.47,346,2017-07-23 07:25:08.811948,2023-01-31 03:07:33.889358
347,PDG,mai    ,3.48,3.92,3.36,20.24,1.78,148.5,1033.56,0.11,0.26,347,2017-07-23 07:25:09.070076,2023-01-31 03:07:33.896857
358,PLANB,SET100 / SETTHSI    ,8.7,9.0,5.65,60.7,4.66,427.93,37230.29,386.28,1.38,358,2017-07-23 07:25:11.061904,2023-01-31 03:07:33.902768
364,POPF,SET    ,11.5,12.7,11.1,999.99,1.05,4816.39,5538.84,4.25,0.27,364,2017-07-23 07:25:12.086460,2023-01-31 03:07:33.908461
372,PREB,SET    ,8.55,9.1,7.65,6.39,1.06,308.68,2639.18,2.97,0.38,372,2017-07-23 07:25:13.441111,2023-01-31 03:07:33.913840
638,PRM,sSET    ,7.9,8.1,4.9,11.63,1.93,2500.0,19750.0,92.04,1.34,639,2017-09-15 03:01:09.723085,2023-01-31 03:07:33.919945
377,PSH,SETTHSI    ,13.3,15.6,11.8,11.24,0.68,2188.5,29107.12,15.49,0.66,377,2017-07-23 07:25:14.332013,2023-01-31 03:07:33.925532
735,PSL,SET100 / SETTHSI    ,16.2,21.8,12.8,4.16,1.38,1559.29,25260.53,140.31,1.41,734,2021-08-29 06:33:06.028349,2023-01-31 03:07:33.931262
381,PTG,SET100 / SETTHSI    ,13.3,16.4,12.9,26.07,2.59,1670.0,22211.0,187.88,1.24,381,2017-07-23 07:25:15.301004,2023-01-31 03:07:33.936961
382,PTL,SET    ,25.0,29.25,20.6,5.4,1.12,900.0,22500.0,47.27,0.84,382,2017-07-23 07:25:15.502568,2023-01-31 03:07:33.944082
383,PTT,SET50 / SETCLMV / SETHD / SETTHSI    ,33.25,41.25,30.75,9.42,0.88,28563.0,949719.63,1410.13,0.89,383,2017-07-23 07:25:15.661104,2023-01-31 03:07:33.950361
384,PTTEP,SET50 / SETCLMV / SETHD / SETTHSI    ,171.5,195.0,126.5,10.33,1.38,3969.99,680852.5,1468.49,0.3,384,2017-07-23 07:25:15.842941,2023-01-31 03:07:33.955819
385,PTTGC,SET50 / SETCLMV / SETTHSI    ,50.0,58.75,39.75,999.99,0.77,45088.49,225442.46,961.87,1.13,385,2017-07-23 07:25:16.069179,2023-01-31 03:07:33.961406
388,QH,SET100 / SETHD    ,2.34,2.44,2.06,11.22,0.93,10714.38,25071.65,39.36,0.44,388,2017-07-23 07:25:16.740132,2023-01-31 03:07:33.967361
394,RATCH,SET50 / SETCLMV / SETHD / SETTHSI    ,43.25,44.75,35.75,11.55,0.88,21750.0,94068.75,246.95,0.65,394,2017-07-23 07:25:17.796289,2023-01-31 03:07:33.974062
703,RBF,SET100 / SETCLMV / SETWB    ,12.9,19.4,10.7,52.46,5.96,2000.0,25800.0,105.65,1.65,703,2019-11-20 04:26:39.947569,2023-01-31 03:07:33.979944
396,RCL,SET100 / SETCLMV / SETWB    ,32.25,52.25,26.25,0.89,0.54,828.75,26727.19,92.51,1.78,396,2017-07-23 07:25:18.161903,2023-01-31 03:07:33.985833
399,RJH,sSET    ,30.25,42.5,29.5,7.08,4.1,300.0,9075.0,7.88,0.31,399,2017-07-23 07:25:18.842573,2023-01-31 03:07:33.991377
404,ROJNA,sSET    ,6.2,7.05,5.35,16.46,0.78,2020.46,12526.86,4.95,1.18,404,2017-07-23 07:25:19.792736,2023-01-31 03:07:33.997133
408,RS,sSET / SETTHSI    ,16.4,19.5,14.6,188.5,7.88,972.5,15948.95,20.51,1.24,408,2017-07-23 07:25:20.501321,2023-01-31 03:07:34.003764
412,S11,sSET    ,5.25,7.0,4.78,8.84,0.99,613.0,3218.25,0.87,0.64,412,2017-07-23 07:25:21.070123,2023-01-31 03:07:34.009337
420,SAPPE,sSET / SETTHSI    ,45.75,48.25,23.7,25.45,4.53,308.29,14104.23,28.6,1.03,420,2017-07-23 07:25:22.379622,2023-01-31 03:07:34.020678
421,SAT,sSET / SETTHSI    ,21.2,24.2,16.6,9.93,1.16,425.19,9014.11,36.56,0.99,421,2017-07-23 07:25:22.523836,2023-01-31 03:07:34.027596
423,SAWAD,SET100 / SETHD / SETTHSI    ,54.25,66.0,38.0,16.9,3.04,1373.15,74493.52,598.87,1.72,423,2017-07-23 07:25:22.817886,2023-01-31 03:07:34.033409
425,SC,sSET / SETTHSI    ,4.64,4.66,3.1,8.92,0.95,4232.95,19640.89,74.66,1.05,425,2017-07-23 07:25:23.107815,2023-01-31 03:07:34.039006
426,SCB,SET50 / SETCLMV / SETTHSI    ,107.5,121.5,89.75,8.93,0.79,33671.07,361964.03,1339.53,1.29,426,2017-07-23 07:25:23.225914,2023-01-31 03:07:34.044494
427,SCC,SET50 / SETCLMV / SETHD / SETTHSI    ,344.0,402.0,307.0,13.98,1.04,1200.0,412800.0,815.52,0.73,427,2017-07-23 07:25:23.345564,2023-01-31 03:07:34.050092
428,SCCC,SETCLMV / SETTHSI    ,158.5,175.5,144.5,12.36,1.3,2980.0,47233.0,20.39,0.42,428,2017-07-23 07:25:23.460121,2023-01-31 03:07:34.057208
713,SCGP,SET50 / SETCLMV / SETTHSI    ,52.75,64.0,49.75,30.33,2.22,4292.92,226451.54,712.18,0.98,713,2021-01-26 16:02:50.200037,2023-01-31 03:07:34.063256
437,SENA,sSET    ,3.94,5.3,3.76,4.24,0.71,1442.24,5682.43,5.13,0.97,437,2017-07-23 07:25:24.502452,2023-01-31 03:07:34.068753
441,SGP,SET    ,10.1,14.9,9.75,8.83,1.11,918.93,18562.42,5.83,0.65,441,2017-07-23 07:25:25.118964,2023-01-31 03:07:34.074739
446,SINGER,SET100 / SETWB    ,27.5,59.25,26.25,23.53,1.49,822.34,22614.4,159.28,2.26,446,2017-07-23 07:25:25.725583,2023-01-31 03:07:34.081537
447,SIRI,SETTHSI    ,1.81,1.85,0.97,9.84,0.68,16475.59,27869.93,338.11,1.11,447,2017-07-23 07:25:25.893076,2023-01-31 03:07:34.087157
449,SIS,sSET    ,27.75,44.25,23.8,12.73,2.85,350.2,9718.01,14.44,1.72,449,2017-07-23 07:25:26.260437,2023-01-31 03:07:34.095991
242,SJWD,SETCLMV / SETTHSI / SETWB    ,21.7,22.6,12.5,38.98,5.84,510.0,22134.0,92.82,1.22,242,2017-07-23 07:24:53.953853,2023-01-31 03:07:33.642378
641,SKN,sSET    ,5.35,9.9,4.42,5.26,1.25,800.0,4280.0,3.6,1.17,642,2017-10-13 05:51:18.857371,2023-01-31 03:07:34.101534
451,SKR,SET    ,13.8,15.8,11.6,16.94,4.76,1032.16,28487.74,7.79,0.42,451,2017-07-23 07:25:26.650733,2023-01-31 03:07:34.114002
455,SMPC,sSET    ,13.3,16.8,12.3,7.16,2.72,535.51,7122.23,6.75,0.63,455,2017-07-23 07:25:27.192504,2023-01-31 03:07:34.123948
457,SNC,sSET / SETTHSI    ,14.6,23.8,13.6,7.28,1.07,362.22,5288.42,9.67,0.69,457,2017-07-23 07:25:27.424248,2023-01-31 03:07:34.136455
462,SPALI,SET100 / SETHD / SETTHSI    ,23.9,25.25,18.1,5.26,1.05,1953.05,46677.99,181.57,0.73,462,2017-07-23 07:25:28.119924,2023-01-31 03:07:34.149652
463,SPC,SET    ,65.0,79.75,50.0,13.01,0.87,330.0,21450.0,0.05,0.17,463,2017-07-23 07:25:28.303059,2023-01-31 03:07:34.159859
464,SPCG,sSET    ,14.6,18.9,13.6,6.85,0.88,1055.79,15414.53,6.45,0.58,464,2017-07-23 07:25:28.417442,2023-01-31 03:07:34.167943
470,SPRC,SET100 / SETCLMV    ,11.6,13.5,8.2,5.43,1.18,30004.44,50296.46,295.42,0.98,470,2017-07-23 07:25:29.084945,2023-01-31 03:07:34.174565
705,SPRIME,SET    ,7.15,7.3,6.25,999.99,0.7,4191.41,3194.26,0.89,0.26,705,2019-11-20 04:26:48.119704,2023-01-31 03:07:34.185959
642,SSP,sSET / SETCLMV    ,10.0,11.64,8.45,9.46,1.59,1248.93,12489.33,19.83,1.27,643,2017-10-13 05:51:19.092600,2023-01-31 03:07:34.196306
481,STA,SET100 / SETTHSI / SETWB    ,22.2,32.5,17.7,6.29,0.67,1536.0,34099.2,121.31,1.25,481,2017-07-23 07:25:30.398837,2023-01-31 03:07:34.204219
482,STANLY,sSET    ,188.0,198.5,164.5,8.71,0.71,383.12,14405.5,4.91,0.56,482,2017-07-23 07:25:30.511103,2023-01-31 03:07:34.215879
714,STGT,SET100 / SETCLMV / SETTHSI    ,10.3,30.25,8.65,8.36,0.79,1432.59,29511.35,92.02,1.31,714,2021-01-26 16:02:50.313775,2023-01-31 03:07:34.238195
487,SUPER,SETCLMV    ,0.64,0.96,0.63,17.51,0.88,2734.95,17503.66,34.18,0.77,487,2017-07-23 07:25:31.167081,2023-01-31 03:07:34.250099
706,SUPEREIF,SET    ,9.8,12.3,9.25,999.99,999.99,5057.3,5047.0,2.11,0.07,706,2019-11-20 04:26:49.885932,2023-01-31 03:07:34.259748
491,SVI,SET    ,9.75,12.4,6.4,11.31,3.52,2153.21,20993.8,110.84,2.35,491,2017-07-23 07:25:31.635300,2023-01-31 03:07:34.267685
495,SYNEX,sSET / SETTHSI    ,16.2,31.0,14.5,15.26,3.52,847.36,13727.25,35.16,2.04,495,2017-07-23 07:25:32.155841,2023-01-31 03:07:34.274349
502,TASCO,SETCLMV    ,17.6,18.7,15.5,14.9,1.7,1578.36,27779.16,50.95,0.69,502,2017-07-23 07:25:32.993496,2023-01-31 03:07:34.288919
503,TCAP,SET100 / SETHD    ,43.0,45.0,35.75,7.64,0.67,11456.5,49262.94,129.87,0.86,503,2017-07-23 07:25:33.114452,2023-01-31 03:07:34.299826
691,TFFIF,SET    ,8.15,8.5,7.0,999.99,0.7,45503.03,37245.5,17.8,0.38,686,2019-03-03 15:20:25.017537,2023-01-31 03:07:34.306139
513,TFG,SET    ,5.4,6.9,3.68,8.18,2.1,5654.06,30531.91,44.01,1.02,513,2017-07-23 07:25:34.510641,2023-01-31 03:07:34.311930
522,THANI,SET100 / SETHD / SETTHSI    ,4.06,4.76,3.64,12.4,1.92,5663.03,22991.89,80.05,1.09,522,2017-07-23 07:25:35.954068,2023-01-31 03:07:34.325043
660,THG,SET100 / SETWB    ,69.5,99.5,40.75,29.47,5.92,847.47,58898.98,105.93,0.53,661,2017-12-21 13:49:25.105446,2023-01-31 03:07:34.331071
530,TIPCO,sSET    ,9.05,10.5,8.6,16.64,0.97,482.58,4367.35,1.73,0.45,530,2017-07-23 07:25:37.216956,2023-01-31 03:07:34.347899
529,TIPH,SET100    ,49.5,75.0,44.0,30.18,3.43,594.29,29417.47,317.53,0.97,529,2017-07-23 07:25:37.093502,2023-01-31 03:07:34.342296
531,TISCO,SET50 / SETHD / SETTHSI    ,103.0,104.0,86.0,11.43,2.01,8006.46,82466.5,446.74,0.36,531,2017-07-23 07:25:37.357698,2023-01-31 03:07:34.360050
532,TK,sSET    ,8.6,13.1,8.1,9.8,0.75,500.0,4300.0,2.49,1.01,532,2017-07-23 07:25:37.485408,2023-01-31 03:07:34.369794
533,TKN,sSET    ,11.5,12.6,6.75,39.88,7.7,345.0,15870.0,156.6,1.16,533,2017-07-23 07:25:37.674661,2023-01-31 03:07:34.377814
534,TKS,sSET / SETTHSI    ,13.3,17.36,8.75,9.36,1.5,508.45,6762.36,82.26,1.96,534,2017-07-23 07:25:37.857227,2023-01-31 03:07:34.384422
545,TMT,sSET / SETTHSI    ,8.25,12.0,6.95,19.55,2.24,870.76,7183.75,3.25,0.71,545,2017-07-23 07:25:39.759113,2023-01-31 03:07:34.391681
546,TMW,mai    ,39.75,40.75,31.75,12.6,0.61,199.5,1586.03,0.19,0.28,546,2017-07-23 07:25:39.968001,2023-01-31 03:07:34.397373
643,TOA,SETTHSI    ,33.5,36.5,25.0,42.37,5.38,2029.0,67971.5,117.78,0.81,645,2017-10-13 05:51:19.667793,2023-01-31 03:07:34.402950
555,TOP,SET50 / SETCLMV / SETTHSI    ,59.75,63.25,47.25,3.55,0.86,22338.36,133471.68,606.83,1.07,555,2017-07-23 07:25:41.632818,2023-01-31 03:07:34.413909
559,TPIPL,SETTHSI    ,1.84,1.92,1.41,4.49,0.66,18935.24,34840.83,27.67,0.93,559,2017-07-23 07:25:42.258101,2023-01-31 03:07:34.429000
560,TPIPP,SETTHSI    ,3.48,4.2,3.2,9.0,0.94,8400.0,29232.0,11.08,0.54,560,2017-07-23 07:25:42.416097,2023-01-31 03:07:34.441676
695,TQM,SET100 / SETTHSI    ,42.0,51.0,33.25,30.6,11.01,300.0,25200.0,50.38,1.31,688,2019-03-03 15:20:25.621910,2023-01-31 03:07:34.450905
571,TRUE,SET50    ,4.88,5.7,4.16,999.99,2.19,133472.78,162836.79,282.4,1.03,571,2017-07-23 07:25:44.272997,2023-01-31 03:07:34.467727
573,TSE,sSET    ,2.56,2.84,2.0,10.21,0.85,2117.72,5421.35,13.35,1.04,573,2017-07-23 07:25:44.583879,2023-01-31 03:07:34.473543
578,TSTH,sSET / SETCLMV / SETTHSI    ,1.16,1.65,0.99,11.87,0.77,8421.54,9768.99,8.06,1.07,578,2017-07-23 07:25:45.461641,2023-01-31 03:07:34.479105
579,TTA,sSET / SETTHSI    ,8.05,12.3,7.2,2.94,0.56,1822.46,14670.84,40.11,1.63,579,2017-07-23 07:25:45.656460,2023-01-31 03:07:34.485199
541,TTB,SET50 / SETHD / SETTHSI    ,1.47,1.47,1.09,10.82,0.66,91937.42,142261.07,427.04,1.04,541,2017-07-23 07:25:39.022815,2023-01-31 03:07:34.490830
707,TTLPF,SET    ,22.7,29.0,21.9,999.99,1.93,1782.0,4086.0,0.07,0.13,707,2019-11-20 04:26:58.900879,2023-01-31 03:07:34.497679
581,TTW,SETTHSI    ,9.4,11.8,8.15,12.46,2.69,3990.0,37506.0,26.19,0.24,581,2017-07-23 07:25:45.919325,2023-01-31 03:07:34.503501
582,TU,SET50 / SETCLMV / SETHD / SETWB    ,16.2,21.5,15.2,9.63,1.24,1192.95,77303.41,350.53,0.73,582,2017-07-23 07:25:46.071953,2023-01-31 03:07:34.509065
585,TVO,SETTHSI / SETWB    ,29.0,31.25,26.5,11.18,2.4,889.47,25794.67,18.84,0.43,585,2017-07-23 07:25:46.640728,2023-01-31 03:07:34.525587
738,TYCN,SET    ,2.78,4.3,2.72,999.99,0.38,4475.62,1658.96,0.11,0.83,737,2021-11-04 15:14:53.362758,2023-01-31 03:07:34.539696
605,UTP,sSET    ,16.0,19.4,15.4,11.24,2.52,650.0,10400.0,3.3,0.77,605,2017-07-23 07:25:49.606510,2023-01-31 03:07:34.549611
609,VGI,SET100 / SETTHSI    ,4.94,5.86,3.46,999.99,1.99,1119.45,55300.92,226.59,1.23,609,2017-07-23 07:25:50.328060,2023-01-31 03:07:34.557532
610,VIBHA,SETWB    ,2.7,2.96,2.26,20.37,2.54,1357.6,36655.23,10.16,0.32,610,2017-07-23 07:25:50.498385,2023-01-31 03:07:34.564376
726,VNG,sSET / SETCLMV    ,5.65,8.75,5.5,8.12,1.3,1735.24,9804.09,2.21,0.55,726,2021-08-14 06:10:33.126180,2023-01-31 03:07:34.576421
619,WHA,SET100 / SETHD / SETTHSI    ,3.82,4.22,2.84,17.63,1.89,1494.68,57096.91,393.78,1.14,619,2017-07-23 07:25:51.965588,2023-01-31 03:07:34.588810
211,WHAIR,SET    ,7.8,9.06,7.02,999.99,0.84,8410.94,7407.01,8.83,0.22,211,2017-07-23 07:24:50.020948,2023-01-31 03:07:34.599235
622,WHART,SET    ,11.8,12.6,9.65,999.99,1.07,29535.23,38620.56,27.38,0.44,622,2017-07-23 07:25:52.395873,2023-01-31 03:07:34.607588
623,WHAUP,sSET / SETTHSI    ,4.06,4.34,3.66,33.57,1.21,3825.0,15529.5,20.35,0.57,623,2017-07-23 07:25:52.516282,2023-01-31 03:07:34.618708
624,WICE,sSET    ,12.1,22.4,9.35,12.35,4.9,325.95,7887.98,89.52,1.82,624,2017-07-23 07:25:52.669764,2023-01-31 03:07:34.632190
628,WORK,sSET    ,18.1,32.5,17.9,67.89,1.77,441.56,7992.24,11.87,1.49,628,2017-07-23 07:25:53.325567,2023-01-31 03:07:34.638968
